order_id,item_id,product_id,quantity,list_price,discount,Extraction_Date,source
38,3,25,1,499.99,0.2,1714563465.450598,SQL-Server
38,4,10,2,1549.0,0.1,1714563465.450598,SQL-Server
38,5,24,1,549.99,0.07,1714563465.450598,SQL-Server
39,1,22,2,269.99,0.2,1714563465.450598,SQL-Server
39,2,16,2,599.99,0.2,1714563465.450598,SQL-Server
39,3,3,2,999.99,0.05,1714563465.450598,SQL-Server
39,4,15,1,529.99,0.1,1714563465.450598,SQL-Server
40,1,17,1,429.0,0.2,1714563465.450598,SQL-Server
40,2,8,2,1799.99,0.2,1714563465.450598,SQL-Server
41,1,5,1,1320.99,0.1,1714563465.450598,SQL-Server
41,2,19,2,449.0,0.2,1714563465.450598,SQL-Server
41,3,26,2,599.99,0.2,1714563465.450598,SQL-Server
42,1,19,1,449.0,0.05,1714563465.450598,SQL-Server
43,1,13,2,269.99,0.1,1714563465.450598,SQL-Server
43,2,12,2,549.99,0.05,1714563465.450598,SQL-Server
44,1,7,1,3999.99,0.1,1714563465.450598,SQL-Server
44,2,16,1,599.99,0.05,1714563465.450598,SQL-Server
45,1,4,2,2899.99,0.2,1714563465.450598,SQL-Server
45,2,22,1,269.99,0.07,1714563465.450598,SQL-Server
45,3,21,2,269.99,0.05,1714563465.450598,SQL-Server
46,1,17,1,429.0,0.1,1714563465.450598,SQL-Server
47,1,6,1,469.99,0.05,1714563465.450598,SQL-Server
47,2,15,1,529.99,0.1,1714563465.450598,SQL-Server
47,3,25,2,499.99,0.07,1714563465.450598,SQL-Server
47,4,13,1,269.99,0.2,1714563465.450598,SQL-Server
48,1,11,1,1680.99,0.1,1714563465.450598,SQL-Server
48,2,4,1,2899.99,0.2,1714563465.450598,SQL-Server
48,3,5,2,1320.99,0.1,1714563465.450598,SQL-Server
48,4,14,2,269.99,0.07,1714563465.450598,SQL-Server
49,1,13,2,269.99,0.07,1714563465.450598,SQL-Server
50,1,3,1,999.99,0.05,1714563465.450598,SQL-Server
50,2,26,2,599.99,0.07,1714563465.450598,SQL-Server
50,3,13,2,269.99,0.2,1714563465.450598,SQL-Server
51,1,13,1,269.99,0.05,1714563465.450598,SQL-Server
51,2,20,1,599.99,0.05,1714563465.450598,SQL-Server
51,3,26,2,599.99,0.2,1714563465.450598,SQL-Server
52,1,25,1,499.99,0.07,1714563465.450598,SQL-Server
53,1,8,2,1799.99,0.2,1714563465.450598,SQL-Server
53,2,23,2,299.99,0.05,1714563465.450598,SQL-Server
53,3,14,2,269.99,0.2,1714563465.450598,SQL-Server
53,4,25,2,499.99,0.1,1714563465.450598,SQL-Server
54,1,26,2,599.99,0.2,1714563465.450598,SQL-Server
54,2,3,1,999.99,0.2,1714563465.450598,SQL-Server
55,1,21,1,269.99,0.05,1714563465.450598,SQL-Server
55,2,25,2,499.99,0.2,1714563465.450598,SQL-Server
55,3,15,2,529.99,0.2,1714563465.450598,SQL-Server
56,1,20,2,599.99,0.07,1714563465.450598,SQL-Server
57,1,23,2,299.99,0.1,1714563465.450598,SQL-Server
57,2,19,2,449.0,0.2,1714563465.450598,SQL-Server
57,3,13,1,269.99,0.07,1714563465.450598,SQL-Server
58,1,14,2,269.99,0.05,1714563465.450598,SQL-Server
58,2,18,1,449.0,0.07,1714563465.450598,SQL-Server
58,3,23,1,299.99,0.1,1714563465.450598,SQL-Server
59,1,21,1,269.99,0.05,1714563465.450598,SQL-Server
59,2,2,1,749.99,0.1,1714563465.450598,SQL-Server
59,3,17,2,429.0,0.1,1714563465.450598,SQL-Server
60,1,14,2,269.99,0.05,1714563465.450598,SQL-Server
60,2,4,1,2899.99,0.1,1714563465.450598,SQL-Server
60,3,15,1,529.99,0.07,1714563465.450598,SQL-Server
60,4,22,1,269.99,0.2,1714563465.450598,SQL-Server
61,1,25,1,499.99,0.1,1714563465.450598,SQL-Server
61,2,15,2,529.99,0.05,1714563465.450598,SQL-Server
61,3,5,2,1320.99,0.2,1714563465.450598,SQL-Server
62,1,14,1,269.99,0.07,1714563465.450598,SQL-Server
62,2,8,2,1799.99,0.1,1714563465.450598,SQL-Server
62,3,22,2,269.99,0.1,1714563465.450598,SQL-Server
63,1,25,2,499.99,0.1,1714563465.450598,SQL-Server
63,2,19,2,449.0,0.05,1714563465.450598,SQL-Server
63,3,3,1,999.99,0.1,1714563465.450598,SQL-Server
64,1,25,2,499.99,0.1,1714563465.450598,SQL-Server
64,2,22,2,269.99,0.2,1714563465.450598,SQL-Server
64,3,23,2,299.99,0.2,1714563465.450598,SQL-Server
64,4,24,2,549.99,0.1,1714563465.450598,SQL-Server
65,1,12,1,549.99,0.1,1714563465.450598,SQL-Server
66,1,2,1,749.99,0.2,1714563465.450598,SQL-Server
66,2,23,1,299.99,0.07,1714563465.450598,SQL-Server
66,3,12,1,549.99,0.07,1714563465.450598,SQL-Server
67,1,23,2,299.99,0.2,1714563465.450598,SQL-Server
67,2,12,2,549.99,0.1,1714563465.450598,SQL-Server
67,3,21,1,269.99,0.2,1714563465.450598,SQL-Server
67,4,5,2,1320.99,0.1,1714563465.450598,SQL-Server
67,5,19,1,449.0,0.2,1714563465.450598,SQL-Server
68,1,13,2,269.99,0.07,1714563465.450598,SQL-Server
68,2,17,1,429.0,0.1,1714563465.450598,SQL-Server
69,1,22,2,269.99,0.1,1714563465.450598,SQL-Server
69,2,5,1,1320.99,0.2,1714563465.450598,SQL-Server
69,3,10,1,1549.0,0.05,1714563465.450598,SQL-Server
70,1,3,2,999.99,0.05,1714563465.450598,SQL-Server
70,2,18,1,449.0,0.2,1714563465.450598,SQL-Server
70,3,20,1,599.99,0.05,1714563465.450598,SQL-Server
71,1,26,2,599.99,0.05,1714563465.450598,SQL-Server
71,2,24,1,549.99,0.2,1714563465.450598,SQL-Server
71,3,18,1,449.0,0.1,1714563465.450598,SQL-Server
72,1,17,2,429.0,0.07,1714563465.450598,SQL-Server
72,2,12,1,549.99,0.05,1714563465.450598,SQL-Server
72,3,13,2,269.99,0.1,1714563465.450598,SQL-Server
73,1,22,1,269.99,0.07,1714563465.450598,SQL-Server
73,2,26,2,599.99,0.05,1714563465.450598,SQL-Server
73,3,3,2,999.99,0.07,1714563465.450598,SQL-Server
73,4,25,1,499.99,0.07,1714563465.450598,SQL-Server
73,5,23,2,299.99,0.2,1714563465.450598,SQL-Server
74,1,16,2,599.99,0.05,1714563465.450598,SQL-Server
74,2,6,1,469.99,0.07,1714563465.450598,SQL-Server
75,1,3,1,999.99,0.1,1714563465.450598,SQL-Server
75,2,7,2,3999.99,0.07,1714563465.450598,SQL-Server
75,3,15,1,529.99,0.2,1714563465.450598,SQL-Server
76,1,12,1,549.99,0.05,1714563465.450598,SQL-Server
76,2,11,2,1680.99,0.1,1714563465.450598,SQL-Server
76,3,5,1,1320.99,0.07,1714563465.450598,SQL-Server
77,1,20,1,599.99,0.07,1714563465.450598,SQL-Server
77,2,24,2,549.99,0.1,1714563465.450598,SQL-Server
77,3,26,1,599.99,0.2,1714563465.450598,SQL-Server
77,4,25,1,499.99,0.2,1714563465.450598,SQL-Server
78,1,17,1,429.0,0.07,1714563465.450598,SQL-Server
78,2,19,1,449.0,0.2,1714563465.450598,SQL-Server
78,3,18,2,449.0,0.1,1714563465.450598,SQL-Server
78,4,14,2,269.99,0.1,1714563465.450598,SQL-Server
79,1,9,2,2999.99,0.1,1714563465.450598,SQL-Server
79,2,17,2,429.0,0.05,1714563465.450598,SQL-Server
79,3,6,1,469.99,0.1,1714563465.450598,SQL-Server
79,4,25,2,499.99,0.07,1714563465.450598,SQL-Server
80,1,26,1,599.99,0.1,1714563465.450598,SQL-Server
80,2,24,1,549.99,0.1,1714563465.450598,SQL-Server
80,3,17,1,429.0,0.2,1714563465.450598,SQL-Server
81,1,10,2,1549.0,0.2,1714563465.450598,SQL-Server
81,2,23,2,299.99,0.05,1714563465.450598,SQL-Server
81,3,25,2,499.99,0.05,1714563465.450598,SQL-Server
82,1,25,2,499.99,0.1,1714563465.450598,SQL-Server
82,2,11,2,1680.99,0.2,1714563465.450598,SQL-Server
83,1,20,1,599.99,0.2,1714563465.450598,SQL-Server
83,2,3,2,999.99,0.05,1714563465.450598,SQL-Server
84,1,23,2,299.99,0.07,1714563465.450598,SQL-Server
84,2,15,2,529.99,0.07,1714563465.450598,SQL-Server
85,1,4,2,2899.99,0.05,1714563465.450598,SQL-Server
85,2,18,1,449.0,0.07,1714563465.450598,SQL-Server
86,1,9,2,2999.99,0.1,1714563465.450598,SQL-Server
86,2,23,2,299.99,0.07,1714563465.450598,SQL-Server
86,3,21,2,269.99,0.2,1714563465.450598,SQL-Server
86,4,15,1,529.99,0.1,1714563465.450598,SQL-Server
87,1,20,2,599.99,0.2,1714563465.450598,SQL-Server
87,2,23,2,299.99,0.1,1714563465.450598,SQL-Server
88,1,10,1,1549.0,0.07,1714563465.450598,SQL-Server
88,2,8,2,1799.99,0.1,1714563465.450598,SQL-Server
88,3,7,1,3999.99,0.1,1714563465.450598,SQL-Server
89,1,5,1,1320.99,0.05,1714563465.450598,SQL-Server
89,2,6,2,469.99,0.1,1714563465.450598,SQL-Server
90,1,3,1,999.99,0.1,1714563465.450598,SQL-Server
90,2,6,1,469.99,0.07,1714563465.450598,SQL-Server
91,1,11,1,1680.99,0.1,1714563465.450598,SQL-Server
91,2,25,1,499.99,0.05,1714563465.450598,SQL-Server
91,3,15,2,529.99,0.07,1714563465.450598,SQL-Server
91,4,13,2,269.99,0.07,1714563465.450598,SQL-Server
92,1,8,1,1799.99,0.1,1714563465.450598,SQL-Server
93,1,22,2,269.99,0.07,1714563465.450598,SQL-Server
93,2,17,1,429.0,0.05,1714563465.450598,SQL-Server
93,3,21,1,269.99,0.1,1714563465.450598,SQL-Server
93,4,2,1,749.99,0.2,1714563465.450598,SQL-Server
93,5,10,2,1549.0,0.07,1714563465.450598,SQL-Server
94,1,12,1,549.99,0.05,1714563465.450598,SQL-Server
94,2,4,1,2899.99,0.2,1714563465.450598,SQL-Server
94,3,11,1,1680.99,0.2,1714563465.450598,SQL-Server
94,4,21,2,269.99,0.07,1714563465.450598,SQL-Server
95,1,10,2,1549.0,0.2,1714563465.450598,SQL-Server
95,2,19,1,449.0,0.1,1714563465.450598,SQL-Server
95,3,8,2,1799.99,0.2,1714563465.450598,SQL-Server
95,4,20,2,599.99,0.05,1714563465.450598,SQL-Server
96,1,26,1,599.99,0.1,1714563465.450598,SQL-Server
96,2,23,1,299.99,0.05,1714563465.450598,SQL-Server
97,1,20,2,599.99,0.2,1714563465.450598,SQL-Server
97,2,2,1,749.99,0.07,1714563465.450598,SQL-Server
97,3,6,2,469.99,0.2,1714563465.450598,SQL-Server
97,4,19,1,449.0,0.1,1714563465.450598,SQL-Server
98,1,19,1,449.0,0.07,1714563465.450598,SQL-Server
98,2,21,1,269.99,0.1,1714563465.450598,SQL-Server
98,3,2,1,749.99,0.2,1714563465.450598,SQL-Server
98,4,22,2,269.99,0.2,1714563465.450598,SQL-Server
99,1,13,1,269.99,0.2,1714563465.450598,SQL-Server
99,2,21,1,269.99,0.2,1714563465.450598,SQL-Server
99,3,25,2,499.99,0.05,1714563465.450598,SQL-Server
99,4,7,2,3999.99,0.07,1714563465.450598,SQL-Server
99,5,23,2,299.99,0.2,1714563465.450598,SQL-Server
100,1,12,2,549.99,0.05,1714563465.450598,SQL-Server
100,2,11,2,1680.99,0.1,1714563465.450598,SQL-Server
100,3,7,2,3999.99,0.2,1714563465.450598,SQL-Server
100,4,16,2,599.99,0.2,1714563465.450598,SQL-Server
100,5,24,2,549.99,0.1,1714563465.450598,SQL-Server
101,1,12,2,549.99,0.2,1714563465.450598,SQL-Server
102,1,15,1,529.99,0.05,1714563465.450598,SQL-Server
102,2,22,1,269.99,0.07,1714563465.450598,SQL-Server
103,1,17,1,429.0,0.07,1714563465.450598,SQL-Server
103,2,3,1,999.99,0.05,1714563465.450598,SQL-Server
103,3,18,1,449.0,0.2,1714563465.450598,SQL-Server
103,4,15,2,529.99,0.1,1714563465.450598,SQL-Server
103,5,9,2,2999.99,0.1,1714563465.450598,SQL-Server
104,1,19,2,449.0,0.1,1714563465.450598,SQL-Server
104,2,26,1,599.99,0.05,1714563465.450598,SQL-Server
105,1,11,2,1680.99,0.2,1714563465.450598,SQL-Server
105,2,3,1,999.99,0.05,1714563465.450598,SQL-Server
105,3,9,1,2999.99,0.05,1714563465.450598,SQL-Server
106,1,17,1,429.0,0.1,1714563465.450598,SQL-Server
106,2,13,2,269.99,0.1,1714563465.450598,SQL-Server
107,1,19,1,449.0,0.2,1714563465.450598,SQL-Server
107,2,13,2,269.99,0.1,1714563465.450598,SQL-Server
108,1,11,1,1680.99,0.1,1714563465.450598,SQL-Server
108,2,22,2,269.99,0.07,1714563465.450598,SQL-Server
108,3,16,2,599.99,0.05,1714563465.450598,SQL-Server
109,1,22,2,269.99,0.1,1714563465.450598,SQL-Server
109,2,6,1,469.99,0.07,1714563465.450598,SQL-Server
110,1,14,1,269.99,0.1,1714563465.450598,SQL-Server
111,1,14,1,269.99,0.1,1714563465.450598,SQL-Server
111,2,12,2,549.99,0.07,1714563465.450598,SQL-Server
112,1,23,2,299.99,0.2,1714563465.450598,SQL-Server
112,2,25,2,499.99,0.07,1714563465.450598,SQL-Server
112,3,24,2,549.99,0.05,1714563465.450598,SQL-Server
112,4,5,1,1320.99,0.2,1714563465.450598,SQL-Server
113,1,12,2,549.99,0.07,1714563465.450598,SQL-Server
113,2,24,2,549.99,0.1,1714563465.450598,SQL-Server
113,3,6,1,469.99,0.07,1714563465.450598,SQL-Server
113,4,23,1,299.99,0.2,1714563465.450598,SQL-Server
113,5,5,2,1320.99,0.2,1714563465.450598,SQL-Server
114,1,12,1,549.99,0.05,1714563465.450598,SQL-Server
114,2,2,1,749.99,0.07,1714563465.450598,SQL-Server
114,3,13,2,269.99,0.1,1714563465.450598,SQL-Server
115,1,22,1,269.99,0.2,1714563465.450598,SQL-Server
115,2,19,1,449.0,0.1,1714563465.450598,SQL-Server
116,1,26,1,599.99,0.05,1714563465.450598,SQL-Server
117,1,22,2,269.99,0.2,1714563465.450598,SQL-Server
117,2,26,1,599.99,0.05,1714563465.450598,SQL-Server
117,3,14,1,269.99,0.2,1714563465.450598,SQL-Server
117,4,19,1,449.0,0.05,1714563465.450598,SQL-Server
118,1,18,1,449.0,0.07,1714563465.450598,SQL-Server
118,2,4,1,2899.99,0.07,1714563465.450598,SQL-Server
118,3,6,1,469.99,0.07,1714563465.450598,SQL-Server
118,4,3,2,999.99,0.1,1714563465.450598,SQL-Server
118,5,23,2,299.99,0.07,1714563465.450598,SQL-Server
119,1,25,1,499.99,0.05,1714563465.450598,SQL-Server
120,1,13,2,269.99,0.05,1714563465.450598,SQL-Server
120,2,6,2,469.99,0.05,1714563465.450598,SQL-Server
120,3,10,2,1549.0,0.05,1714563465.450598,SQL-Server
120,4,17,1,429.0,0.05,1714563465.450598,SQL-Server
120,5,16,2,599.99,0.2,1714563465.450598,SQL-Server
121,1,5,1,1320.99,0.2,1714563465.450598,SQL-Server
121,2,14,2,269.99,0.1,1714563465.450598,SQL-Server
121,3,4,2,2899.99,0.1,1714563465.450598,SQL-Server
121,4,24,2,549.99,0.07,1714563465.450598,SQL-Server
121,5,2,2,749.99,0.05,1714563465.450598,SQL-Server
122,1,16,1,599.99,0.1,1714563465.450598,SQL-Server
123,1,12,2,549.99,0.1,1714563465.450598,SQL-Server
124,1,16,1,599.99,0.05,1714563465.450598,SQL-Server
124,2,4,1,2899.99,0.07,1714563465.450598,SQL-Server
124,3,7,2,3999.99,0.05,1714563465.450598,SQL-Server
125,1,17,1,429.0,0.1,1714563465.450598,SQL-Server
126,1,9,2,2999.99,0.05,1714563465.450598,SQL-Server
127,1,17,1,429.0,0.07,1714563465.450598,SQL-Server
127,2,20,1,599.99,0.1,1714563465.450598,SQL-Server
127,3,4,2,2899.99,0.07,1714563465.450598,SQL-Server
128,1,24,2,549.99,0.1,1714563465.450598,SQL-Server
128,2,16,2,599.99,0.1,1714563465.450598,SQL-Server
128,3,4,2,2899.99,0.2,1714563465.450598,SQL-Server
128,4,3,2,999.99,0.2,1714563465.450598,SQL-Server
129,1,18,1,449.0,0.1,1714563465.450598,SQL-Server
129,2,9,1,2999.99,0.1,1714563465.450598,SQL-Server
130,1,26,1,599.99,0.05,1714563465.450598,SQL-Server
130,2,5,2,1320.99,0.07,1714563465.450598,SQL-Server
131,1,22,2,269.99,0.2,1714563465.450598,SQL-Server
131,2,4,2,2899.99,0.07,1714563465.450598,SQL-Server
131,3,24,2,549.99,0.1,1714563465.450598,SQL-Server
132,1,2,2,749.99,0.05,1714563465.450598,SQL-Server
132,2,20,1,599.99,0.05,1714563465.450598,SQL-Server
132,3,9,1,2999.99,0.1,1714563465.450598,SQL-Server
133,1,13,2,269.99,0.05,1714563465.450598,SQL-Server
133,2,22,1,269.99,0.2,1714563465.450598,SQL-Server
134,1,19,2,449.0,0.1,1714563465.450598,SQL-Server
134,2,2,2,749.99,0.07,1714563465.450598,SQL-Server
134,3,18,2,449.0,0.07,1714563465.450598,SQL-Server
135,1,5,2,1320.99,0.05,1714563465.450598,SQL-Server
135,2,18,2,449.0,0.05,1714563465.450598,SQL-Server
135,3,25,1,499.99,0.2,1714563465.450598,SQL-Server
135,4,2,1,749.99,0.05,1714563465.450598,SQL-Server
136,1,7,2,3999.99,0.2,1714563465.450598,SQL-Server
136,2,3,2,999.99,0.05,1714563465.450598,SQL-Server
137,1,23,1,299.99,0.07,1714563465.450598,SQL-Server
137,2,22,1,269.99,0.1,1714563465.450598,SQL-Server
138,1,16,2,599.99,0.1,1714563465.450598,SQL-Server
138,2,6,1,469.99,0.2,1714563465.450598,SQL-Server
139,1,19,2,449.0,0.07,1714563465.450598,SQL-Server
139,2,3,1,999.99,0.07,1714563465.450598,SQL-Server
140,1,15,1,529.99,0.2,1714563465.450598,SQL-Server
140,2,21,1,269.99,0.2,1714563465.450598,SQL-Server
140,3,12,2,549.99,0.2,1714563465.450598,SQL-Server
140,4,3,1,999.99,0.05,1714563465.450598,SQL-Server
141,1,18,1,449.0,0.2,1714563465.450598,SQL-Server
142,1,16,2,599.99,0.1,1714563465.450598,SQL-Server
142,2,11,2,1680.99,0.1,1714563465.450598,SQL-Server
142,3,19,1,449.0,0.07,1714563465.450598,SQL-Server
143,1,6,1,469.99,0.2,1714563465.450598,SQL-Server
144,1,8,2,1799.99,0.05,1714563465.450598,SQL-Server
145,1,11,1,1680.99,0.2,1714563465.450598,SQL-Server
145,2,9,2,2999.99,0.1,1714563465.450598,SQL-Server
146,1,3,2,999.99,0.2,1714563465.450598,SQL-Server
146,2,12,1,549.99,0.1,1714563465.450598,SQL-Server
146,3,20,2,599.99,0.1,1714563465.450598,SQL-Server
146,4,6,2,469.99,0.05,1714563465.450598,SQL-Server
146,5,2,1,749.99,0.07,1714563465.450598,SQL-Server
147,1,26,2,599.99,0.2,1714563465.450598,SQL-Server
148,1,14,1,269.99,0.05,1714563465.450598,SQL-Server
149,1,12,2,549.99,0.07,1714563465.450598,SQL-Server
149,2,21,2,269.99,0.07,1714563465.450598,SQL-Server
150,1,7,1,3999.99,0.1,1714563465.450598,SQL-Server
150,2,3,1,999.99,0.2,1714563465.450598,SQL-Server
150,3,17,1,429.0,0.07,1714563465.450598,SQL-Server
150,4,25,2,499.99,0.07,1714563465.450598,SQL-Server
151,1,17,1,429.0,0.1,1714563465.450598,SQL-Server
151,2,26,1,599.99,0.1,1714563465.450598,SQL-Server
152,1,6,2,469.99,0.2,1714563465.450598,SQL-Server
152,2,22,2,269.99,0.2,1714563465.450598,SQL-Server
152,3,16,2,599.99,0.07,1714563465.450598,SQL-Server
153,1,16,1,599.99,0.07,1714563465.450598,SQL-Server
153,2,8,1,1799.99,0.07,1714563465.450598,SQL-Server
153,3,15,2,529.99,0.05,1714563465.450598,SQL-Server
154,1,12,1,549.99,0.1,1714563465.450598,SQL-Server
155,1,8,1,1799.99,0.1,1714563465.450598,SQL-Server
156,1,18,2,449.0,0.2,1714563465.450598,SQL-Server
156,2,17,2,429.0,0.05,1714563465.450598,SQL-Server
156,3,6,1,469.99,0.07,1714563465.450598,SQL-Server
157,1,4,1,2899.99,0.1,1714563465.450598,SQL-Server
