order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Extraction_Date,source
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,1714563448.0212574,SQL-Server
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,1714563448.0212574,SQL-Server
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,1714563448.0212574,SQL-Server
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,1714563448.0212574,SQL-Server
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,1714563448.0212574,SQL-Server
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,1714563448.0212574,SQL-Server
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,1714563448.0212574,SQL-Server
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,1714563448.0212574,SQL-Server
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,1714563448.0212574,SQL-Server
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,1714563448.0212574,SQL-Server
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,1714563448.0212574,SQL-Server
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,1714563448.0212574,SQL-Server
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,1714563448.0212574,SQL-Server
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,1714563448.0212574,SQL-Server
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,1714563448.0212574,SQL-Server
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,1714563448.0212574,SQL-Server
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,1714563448.0212574,SQL-Server
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,1714563448.0212574,SQL-Server
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,1714563448.0212574,SQL-Server
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,1714563448.0212574,SQL-Server
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,1714563448.0212574,SQL-Server
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,1714563448.0212574,SQL-Server
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,1714563448.0212574,SQL-Server
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,1714563448.0212574,SQL-Server
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,1714563448.0212574,SQL-Server
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,1714563448.0212574,SQL-Server
176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,1714563448.0212574,SQL-Server
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,1714563448.0212574,SQL-Server
178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,1714563448.0212574,SQL-Server
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,1714563448.0212574,SQL-Server
180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,1714563448.0212574,SQL-Server
181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,1714563448.0212574,SQL-Server
182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,1714563448.0212574,SQL-Server
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,1714563448.0212574,SQL-Server
184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,1714563448.0212574,SQL-Server
186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,1714563448.0212574,SQL-Server
187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,1714563448.0212574,SQL-Server
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,1714563448.0212574,SQL-Server
189,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,1714563448.0212574,SQL-Server
190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,1714563448.0212574,SQL-Server
191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,1714563448.0212574,SQL-Server
192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,1714563448.0212574,SQL-Server
193,1366,4,2016-04-28,2016-04-30,2016-04-30,1,3,1714563448.0212574,SQL-Server
194,558,4,2016-04-28,2016-04-30,2016-05-01,2,7,1714563448.0212574,SQL-Server
195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7,1714563448.0212574,SQL-Server
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,1714563448.0212574,SQL-Server
197,127,4,2016-04-30,2016-05-03,2016-05-03,2,7,1714563448.0212574,SQL-Server
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,1714563448.0212574,SQL-Server
199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7,1714563448.0212574,SQL-Server
200,1074,4,2016-05-01,2016-05-03,2016-05-03,2,6,1714563448.0212574,SQL-Server
201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9,1714563448.0212574,SQL-Server
202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,1714563448.0212574,SQL-Server
203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,1714563448.0212574,SQL-Server
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,1714563448.0212574,SQL-Server
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,1714563448.0212574,SQL-Server
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,1714563448.0212574,SQL-Server
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,1714563448.0212574,SQL-Server
208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,1714563448.0212574,SQL-Server
209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,1714563448.0212574,SQL-Server
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,1714563448.0212574,SQL-Server
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,1714563448.0212574,SQL-Server
212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,1714563448.0212574,SQL-Server
213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,1714563448.0212574,SQL-Server
214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,1714563448.0212574,SQL-Server
215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,1714563448.0212574,SQL-Server
216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,1714563448.0212574,SQL-Server
217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,1714563448.0212574,SQL-Server
218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,1714563448.0212574,SQL-Server
219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,1714563448.0212574,SQL-Server
220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,1714563448.0212574,SQL-Server
221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,1714563448.0212574,SQL-Server
222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,1714563448.0212574,SQL-Server
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,1714563448.0212574,SQL-Server
224,157,4,2016-05-17,2016-05-18,2016-05-19,1,3,1714563448.0212574,SQL-Server
225,307,4,2016-05-17,2016-05-20,2016-05-19,1,3,1714563448.0212574,SQL-Server
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,1714563448.0212574,SQL-Server
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,1714563448.0212574,SQL-Server
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,1714563448.0212574,SQL-Server
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,1714563448.0212574,SQL-Server
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6,1714563448.0212574,SQL-Server
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,1714563448.0212574,SQL-Server
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,1714563448.0212574,SQL-Server
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6,1714563448.0212574,SQL-Server
234,1435,4,2016-05-22,2016-05-24,2016-05-24,2,6,1714563448.0212574,SQL-Server
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,1714563448.0212574,SQL-Server
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6,1714563448.0212574,SQL-Server
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,1714563448.0212574,SQL-Server
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,1714563448.0212574,SQL-Server
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,1714563448.0212574,SQL-Server
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,1714563448.0212574,SQL-Server
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,1714563448.0212574,SQL-Server
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,1714563448.0212574,SQL-Server
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,1714563448.0212574,SQL-Server
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,1714563448.0212574,SQL-Server
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,1714563448.0212574,SQL-Server
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,1714563448.0212574,SQL-Server
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,1714563448.0212574,SQL-Server
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,1714563448.0212574,SQL-Server
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,1714563448.0212574,SQL-Server
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,1714563448.0212574,SQL-Server
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,1714563448.0212574,SQL-Server
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,1714563448.0212574,SQL-Server
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,1714563448.0212574,SQL-Server
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,1714563448.0212574,SQL-Server
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,1714563448.0212574,SQL-Server
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,1714563448.0212574,SQL-Server
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,1714563448.0212574,SQL-Server
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,1714563448.0212574,SQL-Server
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,1714563448.0212574,SQL-Server
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,1714563448.0212574,SQL-Server
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,1714563448.0212574,SQL-Server
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,1714563448.0212574,SQL-Server
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,1714563448.0212574,SQL-Server
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,1714563448.0212574,SQL-Server
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,1714563448.0212574,SQL-Server
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,1714563448.0212574,SQL-Server
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,1714563448.0212574,SQL-Server
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,1714563448.0212574,SQL-Server
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,1714563448.0212574,SQL-Server
273,1340,4,2016-06-16,2016-06-19,2016-06-17,2,7,1714563448.0212574,SQL-Server
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,1714563448.0212574,SQL-Server
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,1714563448.0212574,SQL-Server
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,1714563448.0212574,SQL-Server
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,1714563448.0212574,SQL-Server
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3,1714563448.0212574,SQL-Server
279,378,4,2016-06-21,2016-06-22,2016-06-22,2,6,1714563448.0212574,SQL-Server
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7,1714563448.0212574,SQL-Server
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,1714563448.0212574,SQL-Server
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,1714563448.0212574,SQL-Server
283,181,4,2016-06-23,2016-06-26,2016-06-26,1,2,1714563448.0212574,SQL-Server
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,1714563448.0212574,SQL-Server
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2,1714563448.0212574,SQL-Server
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,1714563448.0212574,SQL-Server
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,1714563448.0212574,SQL-Server
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,1714563448.0212574,SQL-Server
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6,1714563448.0212574,SQL-Server
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6,1714563448.0212574,SQL-Server
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,1714563448.0212574,SQL-Server
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,1714563448.0212574,SQL-Server
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,1714563448.0212574,SQL-Server
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,1714563448.0212574,SQL-Server
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,1714563448.0212574,SQL-Server
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,1714563448.0212574,SQL-Server
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,1714563448.0212574,SQL-Server
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,1714563448.0212574,SQL-Server
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,1714563448.0212574,SQL-Server
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,1714563448.0212574,SQL-Server
